ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,rp
-41,-40,-42,-45,-52,-43,-44,-49,10
-41,-39,-41,-46,-53,-43,-45,-48,10
-41,-39,-41,-45,-52,-43,-45,-48,10
-40,-39,-40,-44,-52,-42,-44,-49,10
-42,-39,-42,-45,-51,-42,-47,-48,10
-41,-40,-41,-45,-52,-43,-45,-50,10
-41,-40,-41,-45,-50,-43,-44,-48,10
-41,-39,-41,-45,-51,-43,-44,-48,10
-41,-40,-41,-43,-52,-43,-45,-48,10
-41,-39,-40,-43,-52,-42,-47,-48,10
-41,-38,-42,-43,-52,-43,-45,-50,10
-41,-40,-40,-45,-53,-42,-46,-48,10
-40,-39,-41,-42,-52,-43,-44,-49,10
-40,-39,-40,-46,-51,-42,-44,-48,10
-44,-41,-44,-65,-55,-46,-49,-51,10
-44,-41,-43,-47,-53,-46,-49,-51,10
-43,-41,-44,-47,-55,-45,-47,-51,10
-41,-40,-40,-45,-53,-43,-44,-49,10
-41,-38,-41,-45,-53,-42,-43,-47,10
-41,-38,-40,-46,-53,-43,-46,-47,10
-41,-39,-41,-45,-52,-42,-43,-49,10
-43,-41,-44,-45,-52,-46,-46,-52,10
-41,-39,-42,-42,-51,-43,-44,-48,10
-41,-38,-41,-45,-49,-42,-43,-49,10
-40,-38,-41,-44,-52,-43,-43,-47,10
-41,-39,-41,-45,-50,-42,-45,-47,10
-41,-38,-41,-45,-49,-43,-45,-48,10
-41,-38,-41,-42,-50,-42,-44,-48,10
-42,-38,-41,-43,-51,-43,-44,-49,10
-40,-38,-40,-44,-50,-42,-44,-48,10
-42,-38,-41,-45,-51,-43,-46,-47,10
-41,-39,-41,-43,-51,-43,-45,-49,10
-40,-39,-40,-43,-50,-43,-47,-49,10
-41,-38,-41,-45,-53,-43,-46,-48,10
-40,-38,-40,-43,-52,-42,-44,-48,10
-44,-42,-44,-47,-54,-45,-47,-51,10
-44,-42,-43,-48,-55,-46,-47,-50,10
-42,-40,-44,-46,-55,-45,-45,-52,10
-41,-36,-39,-43,-52,-44,-44,-49,10
-41,-38,-40,-46,-51,-42,-46,-50,10
-40,-38,-42,-44,-53,-44,-43,-48,10
-43,-41,-44,-47,-54,-44,-49,-51,10
-43,-40,-44,-47,-55,-45,-48,-52,10
-45,-41,-43,-45,-55,-46,-47,-50,10
-41,-39,-40,-45,-51,-43,-44,-48,10
-40,-39,-41,-45,-51,-42,-44,-48,10
-44,-42,-44,-47,-53,-45,-47,-50,10
-42,-38,-42,-44,-52,-44,-44,-49,10
-42,-39,-42,-45,-53,-44,-45,-49,10
-41,-40,-41,-44,-53,-43,-48,-49,10
-42,-39,-41,-44,-51,-44,-45,-49,10
-41,-39,-42,-45,-52,-44,-44,-49,10
-42,-39,-42,-45,-53,-44,-44,-50,10
-41,-39,-41,-43,-52,-44,-45,-49,10
-42,-39,-42,-45,-51,-44,-45,-48,10
-41,-39,-41,-46,-51,-44,-46,-47,10
-42,-38,-41,-43,-53,-44,-46,-49,10
-41,-39,-41,-45,-51,-45,-45,-48,10
-42,-39,-42,-44,-51,-44,-45,-48,10
-43,-40,-42,-46,-53,-43,-47,-48,10
-42,-39,-42,-46,-52,-42,-45,-48,10
-42,-39,-43,-45,-52,-43,-45,-48,10
-42,-39,-42,-46,-52,-44,-45,-48,10
-41,-39,-41,-43,-52,-43,-45,-46,10
-40,-39,-41,-45,-52,-43,-45,-49,10
-42,-38,-42,-46,-53,-43,-45,-49,10
-41,-39,-42,-46,-52,-44,-45,-50,10
-42,-39,-42,-45,-54,-43,-46,-50,10
-42,-40,-42,-45,-53,-44,-46,-49,10
-41,-40,-41,-45,-54,-43,-45,-51,10
-50,-43,-45,-52,-50,-41,-54,-43,11
-50,-45,-45,-54,-49,-43,-50,-43,11
-48,-45,-45,-50,-50,-45,-51,-42,11
-49,-44,-44,-54,-49,-44,-52,-42,11
-50,-45,-45,-56,-48,-45,-52,-43,11
-51,-45,-44,-54,-48,-45,-49,-43,11
-49,-46,-44,-53,-49,-43,-51,-41,11
-50,-45,-45,-52,-49,-44,-52,-43,11
-50,-46,-44,-54,-48,-43,-52,-43,11
-50,-47,-44,-55,-49,-44,-53,-43,11
-50,-45,-44,-52,-50,-45,-53,-43,11
-49,-46,-44,-54,-49,-44,-51,-43,11
-50,-45,-44,-53,-50,-46,-50,-42,11
-50,-45,-43,-53,-46,-41,-52,-42,11
-50,-45,-44,-54,-50,-44,-50,-42,11
-49,-46,-45,-54,-50,-45,-52,-43,11
-49,-45,-44,-54,-50,-46,-51,-42,11
-50,-44,-45,-54,-49,-44,-51,-42,11
-63,-45,-45,-53,-49,-44,-52,-43,11
-50,-44,-44,-54,-51,-44,-52,-40,11
-49,-42,-44,-55,-49,-44,-49,-40,11
-48,-46,-45,-54,-50,-44,-51,-42,11
-49,-45,-45,-54,-49,-44,-50,-42,11
-46,-46,-45,-54,-50,-44,-52,-40,11
-50,-45,-45,-54,-50,-44,-51,-42,11
-49,-45,-44,-53,-50,-45,-53,-41,11
-49,-45,-45,-52,-49,-45,-52,-41,11
-50,-46,-44,-54,-50,-46,-53,-43,11
-47,-41,-42,-54,-45,-41,-49,-38,11
-50,-44,-44,-55,-49,-43,-52,-41,11
-47,-45,-44,-54,-48,-45,-52,-41,11
-49,-44,-44,-54,-49,-45,-52,-41,11
-50,-44,-43,-55,-49,-44,-52,-41,11
-48,-45,-44,-53,-48,-44,-52,-42,11
-48,-46,-43,-52,-48,-44,-50,-42,11
-49,-43,-43,-53,-49,-44,-51,-42,11
-48,-43,-44,-54,-49,-45,-50,-42,11
-50,-43,-44,-54,-48,-43,-51,-42,11
-50,-44,-43,-55,-49,-43,-50,-41,11
-47,-45,-43,-52,-49,-43,-52,-42,11
-49,-43,-42,-53,-48,-41,-51,-41,11
-49,-43,-42,-55,-49,-43,-50,-40,11
-51,-46,-45,-56,-50,-45,-53,-43,11
-52,-46,-45,-54,-50,-44,-53,-43,11
-51,-45,-45,-56,-50,-46,-54,-43,11
-49,-46,-45,-55,-51,-45,-52,-45,11
-49,-43,-44,-54,-49,-42,-51,-41,11
-48,-42,-44,-53,-48,-43,-51,-42,11
-50,-44,-43,-54,-49,-43,-51,-42,11
-48,-43,-43,-54,-49,-45,-50,-41,11
-50,-42,-43,-54,-48,-44,-51,-41,11
-48,-43,-45,-53,-49,-43,-51,-42,11
-49,-43,-44,-54,-49,-43,-50,-42,11
-48,-43,-43,-54,-50,-43,-51,-42,11
-49,-43,-43,-55,-49,-42,-51,-42,11
-50,-44,-43,-57,-50,-45,-51,-43,11
-49,-44,-42,-52,-47,-45,-50,-41,11
-49,-44,-43,-53,-45,-45,-51,-43,11
-50,-47,-43,-54,-49,-45,-53,-43,11
-49,-44,-44,-54,-48,-43,-63,-41,11
-50,-45,-43,-53,-50,-44,-52,-43,11
-50,-44,-42,-54,-49,-42,-50,-41,11
-48,-43,-44,-53,-48,-43,-50,-41,11
-49,-43,-44,-52,-48,-43,-50,-42,11
-49,-43,-42,-54,-48,-44,-52,-37,11
-49,-44,-44,-53,-48,-43,-51,-41,11
-48,-43,-44,-53,-48,-43,-48,-39,11
-48,-45,-44,-52,-48,-43,-50,-41,11
-49,-45,-43,-52,-48,-42,-51,-41,11
-50,-42,-43,-52,-49,-44,-50,-43,11
-49,-45,-43,-52,-49,-44,-50,-42,11
-49,-45,-43,-52,-49,-42,-51,-41,11
-48,-45,-43,-52,-49,-44,-51,-41,11
-48,-45,-44,-51,-49,-43,-49,-42,11
-49,-44,-44,-51,-49,-44,-50,-41,11
-48,-45,-45,-50,-49,-45,-50,-42,11
-48,-44,-43,-51,-49,-43,-50,-42,11
-50,-43,-44,-51,-48,-44,-50,-40,11
-49,-45,-44,-51,-49,-45,-50,-42,11
-49,-45,-44,-51,-48,-44,-50,-43,11
-49,-44,-44,-51,-48,-43,-49,-41,11
-49,-44,-45,-51,-49,-44,-50,-42,11
-48,-46,-44,-52,-49,-44,-50,-42,11
-49,-44,-44,-52,-49,-44,-50,-41,11
-48,-45,-44,-51,-48,-45,-50,-42,11
-49,-45,-45,-50,-50,-44,-50,-42,11
-50,-45,-44,-51,-49,-44,-48,-40,11
-49,-45,-44,-51,-48,-45,-49,-42,11
-49,-45,-44,-52,-49,-44,-50,-41,11
-50,-44,-44,-51,-48,-44,-49,-42,11
-48,-45,-44,-51,-49,-44,-50,-41,11
-49,-45,-44,-51,-46,-42,-47,-42,11
-49,-43,-45,-52,-47,-45,-50,-42,11
-49,-44,-45,-50,-48,-44,-49,-42,11
-50,-45,-45,-51,-49,-45,-49,-42,11
-50,-43,-45,-50,-48,-44,-50,-41,11
-48,-44,-44,-52,-47,-44,-51,-42,11
-50,-44,-44,-51,-49,-44,-50,-42,11
-49,-44,-45,-51,-48,-44,-49,-42,11
-50,-44,-45,-52,-48,-45,-51,-41,11
-52,-47,-46,-53,-50,-47,-53,-43,11
-53,-47,-47,-53,-50,-46,-52,-44,11
-51,-48,-46,-54,-51,-47,-52,-44,11
-53,-47,-47,-54,-51,-45,-52,-43,11
-50,-44,-45,-51,-49,-44,-50,-41,11
-50,-43,-45,-52,-47,-43,-50,-42,11
-49,-44,-44,-55,-48,-43,-52,-40,11
-48,-44,-43,-52,-47,-42,-51,-41,11
-48,-44,-45,-51,-49,-43,-50,-41,11
-50,-44,-44,-51,-48,-44,-50,-42,11
-48,-44,-43,-51,-48,-43,-49,-40,11
-50,-44,-43,-51,-48,-43,-49,-42,11
-50,-43,-45,-51,-48,-44,-49,-43,11
-51,-44,-46,-51,-49,-44,-51,-42,11
-48,-44,-43,-52,-50,-42,-50,-41,11
-49,-44,-44,-51,-48,-42,-50,-41,11
-50,-44,-45,-51,-48,-43,-50,-42,11
-49,-46,-43,-54,-47,-43,-49,-41,11
-48,-44,-43,-52,-49,-43,-51,-40,11
-48,-45,-44,-51,-48,-43,-51,-40,11
-48,-44,-43,-52,-49,-45,-52,-42,11
-48,-45,-44,-52,-47,-44,-51,-41,11
-47,-44,-45,-53,-48,-44,-50,-41,11
-46,-44,-44,-53,-48,-44,-51,-41,11
-49,-44,-44,-51,-48,-44,-50,-41,11
-48,-43,-43,-53,-45,-44,-52,-39,11
-48,-44,-45,-52,-47,-44,-51,-42,11
-47,-45,-44,-53,-49,-43,-50,-41,11
-48,-44,-44,-52,-45,-44,-50,-42,11
-48,-44,-44,-52,-48,-43,-50,-42,11
-49,-44,-45,-52,-48,-43,-50,-41,11
-48,-44,-44,-53,-49,-45,-50,-41,11
-50,-47,-45,-55,-50,-46,-52,-43,11
-49,-47,-45,-55,-51,-46,-53,-43,11
-50,-46,-46,-54,-50,-46,-54,-42,11
-50,-46,-46,-55,-49,-44,-53,-45,11
-51,-46,-46,-56,-50,-44,-53,-43,11
-49,-46,-48,-53,-51,-44,-52,-43,11
-50,-46,-46,-54,-50,-45,-53,-43,11
-50,-45,-45,-53,-50,-45,-52,-43,11
-51,-46,-47,-55,-50,-45,-52,-42,11
-51,-45,-46,-54,-49,-44,-51,-44,11
-50,-46,-47,-52,-50,-44,-51,-42,11
-50,-46,-48,-54,-51,-45,-51,-43,11
-51,-45,-46,-53,-50,-46,-52,-43,11
-50,-46,-45,-53,-50,-45,-52,-43,11
-50,-45,-47,-53,-51,-42,-52,-43,11
-51,-46,-46,-54,-50,-44,-52,-44,11
-51,-45,-46,-53,-50,-45,-52,-44,11
-51,-46,-46,-54,-52,-45,-53,-44,11
-51,-46,-46,-53,-49,-44,-52,-44,11
-50,-45,-46,-53,-50,-45,-52,-44,11
-49,-46,-46,-55,-51,-44,-51,-43,11
-51,-46,-45,-53,-50,-45,-53,-44,11
-50,-47,-46,-54,-52,-40,-52,-42,11
-49,-46,-46,-53,-50,-44,-52,-44,11
-51,-41,-46,-55,-50,-45,-53,-44,11
-51,-46,-47,-54,-50,-45,-52,-43,11
-49,-46,-47,-53,-51,-45,-52,-43,11
-49,-46,-46,-54,-51,-46,-52,-42,11
-50,-45,-47,-54,-50,-46,-52,-43,11
-51,-45,-48,-54,-51,-44,-52,-44,11
-50,-46,-44,-55,-50,-45,-52,-44,11
-50,-46,-46,-54,-50,-45,-52,-42,11
-50,-45,-47,-53,-51,-46,-52,-43,11
-49,-45,-46,-54,-49,-44,-51,-43,11
-50,-47,-47,-53,-51,-45,-51,-44,11
-51,-46,-46,-55,-51,-46,-51,-43,11
-50,-46,-47,-54,-50,-45,-53,-44,11
-51,-46,-46,-54,-50,-46,-52,-43,11
-49,-47,-46,-54,-49,-45,-52,-43,11
-46,-43,-43,-49,-45,-40,-49,-40,11
-48,-46,-44,-51,-49,-43,-51,-40,11
-48,-44,-44,-52,-49,-43,-51,-41,11
-49,-44,-44,-52,-49,-43,-51,-41,11
-48,-44,-44,-53,-47,-43,-50,-41,11
-49,-45,-44,-52,-48,-43,-50,-40,11
-48,-44,-44,-52,-49,-43,-51,-41,11
-49,-44,-44,-52,-48,-44,-50,-42,11
-49,-45,-44,-53,-48,-43,-49,-40,11
-49,-43,-44,-54,-49,-44,-50,-42,11
-48,-44,-43,-53,-49,-43,-50,-42,11
-48,-44,-45,-53,-49,-43,-51,-42,11
-48,-44,-45,-54,-49,-43,-47,-44,11
-48,-44,-45,-53,-49,-43,-49,-41,11
-50,-45,-44,-54,-49,-42,-52,-40,11
-47,-44,-46,-53,-49,-40,-50,-41,11
-50,-45,-46,-54,-49,-44,-52,-42,11
-51,-46,-43,-54,-51,-43,-52,-40,11
-50,-45,-46,-53,-49,-44,-51,-42,11
-50,-41,-45,-54,-49,-43,-51,-44,11
-49,-45,-45,-53,-48,-43,-51,-42,11
-48,-45,-45,-55,-49,-43,-50,-42,11
-50,-46,-46,-52,-51,-45,-51,-43,11
-51,-46,-45,-54,-50,-44,-50,-43,11
-50,-46,-46,-51,-49,-44,-52,-42,11
-50,-46,-46,-52,-50,-43,-51,-42,11
-49,-46,-46,-52,-50,-44,-52,-42,11
-49,-46,-46,-53,-49,-45,-52,-42,11
-50,-46,-44,-52,-50,-43,-51,-43,11
-49,-45,-45,-52,-49,-44,-52,-41,11
-51,-44,-45,-53,-49,-44,-51,-41,11
-49,-45,-45,-51,-48,-44,-52,-42,11
-50,-45,-46,-53,-50,-44,-52,-42,11
-49,-45,-46,-52,-48,-43,-50,-43,11
-44,-41,-42,-49,-46,-40,-47,-39,11
-51,-46,-47,-53,-51,-44,-51,-43,11
-50,-46,-46,-53,-50,-45,-52,-43,11
-50,-47,-47,-53,-50,-44,-52,-44,11
-48,-43,-42,-50,-46,-42,-49,-41,11
-49,-44,-47,-52,-50,-44,-51,-42,11
-49,-46,-45,-53,-51,-44,-51,-42,11
-50,-45,-46,-53,-49,-44,-51,-43,11
-49,-45,-46,-53,-49,-44,-50,-43,11
-49,-45,-46,-53,-51,-40,-53,-41,11
-49,-45,-46,-53,-51,-43,-52,-40,11
-49,-46,-46,-54,-49,-45,-52,-43,11
-50,-46,-45,-54,-51,-43,-51,-43,11
-50,-46,-46,-54,-50,-45,-52,-43,11
-50,-45,-45,-55,-49,-44,-53,-43,11
-52,-47,-48,-40,-49,-49,-66,-46,12
-53,-46,-49,-45,-50,-47,-64,-46,12
-51,-46,-50,-44,-51,-48,-65,-45,12
-52,-49,-47,-45,-51,-48,-66,-44,12
-52,-46,-48,-44,-51,-48,-65,-44,12
-52,-47,-49,-44,-53,-48,-66,-44,12
-53,-47,-47,-45,-50,-48,-65,-45,12
-51,-46,-48,-44,-51,-50,-67,-44,12
-51,-48,-47,-44,-50,-49,-65,-45,12
-51,-46,-48,-43,-50,-48,-64,-45,12
-51,-46,-48,-44,-51,-48,-63,-45,12
-54,-46,-48,-45,-49,-49,-64,-45,12
-51,-47,-49,-44,-50,-48,-65,-45,12
-53,-48,-48,-44,-50,-49,-65,-46,12
-52,-45,-48,-44,-50,-48,-65,-44,12
-52,-48,-48,-44,-51,-49,-65,-45,12
-53,-48,-48,-44,-51,-48,-63,-45,12
-53,-43,-48,-45,-52,-48,-64,-43,12
-53,-46,-48,-44,-51,-48,-64,-44,12
-53,-46,-47,-44,-50,-48,-64,-45,12
-52,-49,-48,-44,-47,-48,-66,-46,12
-52,-46,-47,-44,-51,-49,-65,-45,12
-52,-48,-48,-45,-52,-49,-66,-46,12
-52,-46,-48,-44,-49,-49,-64,-45,12
-52,-47,-47,-44,-51,-48,-63,-46,12
-52,-47,-46,-42,-51,-48,-66,-45,12
-51,-46,-47,-43,-49,-49,-65,-44,12
-53,-49,-48,-44,-51,-49,-66,-46,12
-51,-46,-49,-44,-50,-49,-66,-45,12
-52,-50,-48,-44,-50,-49,-66,-45,12
-52,-46,-49,-45,-50,-48,-63,-45,12
-52,-49,-49,-44,-50,-49,-64,-46,12
-52,-46,-48,-45,-52,-48,-64,-45,12
-50,-43,-46,-42,-49,-46,-63,-43,12
-51,-44,-46,-42,-49,-46,-62,-43,12
-50,-44,-46,-42,-49,-46,-62,-43,12
-49,-45,-46,-43,-49,-47,-62,-42,12
-52,-49,-48,-45,-52,-48,-63,-46,12
-52,-46,-49,-45,-51,-49,-64,-45,12
-52,-48,-49,-45,-50,-48,-64,-46,12
-52,-48,-48,-45,-51,-48,-66,-44,12
-52,-47,-48,-46,-52,-49,-65,-45,12
-52,-48,-48,-45,-52,-49,-65,-46,12
-52,-47,-48,-45,-52,-48,-65,-45,12
-52,-46,-50,-45,-51,-48,-66,-45,12
-53,-49,-48,-45,-50,-48,-66,-44,12
-50,-46,-46,-43,-49,-46,-63,-43,12
-51,-46,-46,-42,-48,-45,-63,-40,12
-50,-43,-45,-43,-50,-45,-63,-43,12
-53,-49,-48,-46,-50,-49,-66,-45,12
-53,-49,-48,-46,-51,-49,-65,-45,12
-52,-46,-48,-44,-52,-49,-66,-45,12
-53,-46,-48,-44,-51,-48,-68,-46,12
-53,-48,-48,-46,-50,-48,-66,-44,12
-53,-46,-49,-45,-52,-48,-66,-47,12
-51,-45,-49,-44,-51,-48,-67,-45,12
-52,-46,-49,-44,-51,-48,-69,-45,12
-54,-45,-49,-45,-51,-48,-67,-45,12
-53,-46,-49,-45,-52,-48,-66,-45,12
-54,-46,-48,-46,-52,-49,-67,-45,12
-53,-48,-48,-45,-51,-48,-66,-45,12
-53,-48,-49,-44,-50,-48,-66,-46,12
-51,-46,-50,-45,-52,-48,-68,-46,12
-53,-48,-48,-45,-52,-49,-69,-45,12
-52,-46,-48,-45,-52,-48,-67,-47,12
-51,-45,-47,-42,-49,-46,-66,-43,12
-52,-48,-48,-45,-50,-48,-68,-45,12
-50,-43,-44,-43,-49,-45,-65,-43,12
-53,-47,-49,-45,-51,-49,-68,-45,12
-52,-48,-49,-45,-51,-48,-67,-46,12
-52,-46,-49,-45,-51,-48,-66,-46,12
-54,-46,-49,-45,-51,-48,-67,-45,12
-53,-46,-49,-44,-51,-49,-66,-45,12
-53,-47,-48,-45,-53,-50,-66,-45,12
-53,-46,-48,-44,-51,-47,-63,-45,12
-52,-46,-47,-44,-51,-48,-64,-44,12
-53,-47,-48,-45,-51,-48,-64,-46,12
-53,-47,-47,-43,-51,-48,-66,-45,12
-54,-47,-47,-45,-51,-48,-66,-45,12
-52,-47,-48,-44,-50,-48,-65,-46,12
-52,-46,-47,-44,-50,-48,-65,-45,12
-53,-47,-49,-43,-51,-45,-65,-45,12
-54,-48,-48,-45,-51,-47,-66,-44,12
-52,-49,-47,-44,-51,-49,-64,-45,12
-53,-47,-49,-45,-52,-47,-68,-45,12
-53,-48,-48,-44,-51,-48,-65,-46,12
-52,-46,-48,-44,-52,-49,-67,-44,12
-53,-46,-49,-43,-51,-47,-68,-46,12
-52,-45,-47,-44,-51,-47,-68,-49,12
-54,-45,-48,-45,-51,-48,-68,-46,12
-53,-45,-50,-44,-51,-48,-68,-45,12
-53,-46,-48,-44,-50,-48,-63,-45,12
-52,-48,-47,-45,-52,-49,-63,-45,12
-51,-47,-47,-45,-51,-48,-63,-46,12
-54,-46,-47,-45,-50,-47,-65,-44,12
-53,-47,-48,-45,-52,-48,-64,-44,12
-53,-47,-49,-45,-50,-47,-63,-45,12
-52,-46,-48,-44,-50,-48,-63,-45,12
-53,-46,-48,-46,-52,-48,-64,-45,12
-53,-46,-48,-43,-51,-47,-62,-45,12
-52,-47,-48,-44,-50,-47,-66,-45,12
-50,-46,-48,-45,-50,-49,-67,-44,12
-50,-47,-48,-44,-51,-49,-69,-44,12
-51,-46,-47,-44,-52,-50,-69,-45,12
-52,-46,-48,-43,-51,-50,-70,-45,12
-51,-47,-48,-43,-51,-49,-68,-46,12
-52,-46,-49,-45,-51,-49,-66,-45,12
-51,-47,-49,-43,-51,-49,-68,-47,12
-52,-45,-48,-43,-50,-49,-67,-46,12
-52,-46,-48,-44,-50,-50,-68,-45,12
-52,-47,-48,-44,-50,-49,-68,-45,12
-52,-47,-47,-45,-50,-50,-67,-45,12
-51,-47,-47,-44,-51,-50,-67,-45,12
-52,-47,-48,-44,-51,-50,-66,-45,12
-51,-47,-47,-43,-50,-49,-69,-45,12
-51,-46,-47,-44,-50,-49,-67,-45,12
-51,-47,-48,-45,-51,-49,-68,-46,12
-51,-47,-47,-44,-50,-49,-68,-45,12
-51,-47,-48,-43,-50,-50,-67,-45,12
-50,-47,-48,-44,-50,-49,-66,-45,12
-52,-48,-47,-43,-53,-52,-68,-44,12
-51,-45,-48,-45,-50,-50,-70,-45,12
-50,-45,-48,-43,-49,-47,-70,-44,12
-50,-45,-48,-45,-49,-50,-69,-45,12
-52,-45,-48,-44,-50,-49,-70,-44,12
-52,-47,-48,-44,-50,-48,-67,-45,12
-52,-45,-48,-44,-49,-48,-68,-44,12
-51,-45,-47,-43,-49,-48,-70,-44,12
-51,-45,-47,-44,-48,-48,-67,-44,12
-51,-45,-47,-45,-48,-49,-69,-44,12
-51,-48,-49,-43,-47,-48,-69,-45,12
-50,-45,-49,-43,-48,-48,-69,-45,12
-51,-47,-48,-44,-48,-49,-70,-44,12
-52,-47,-47,-45,-49,-47,-68,-43,12
-50,-46,-47,-45,-48,-49,-69,-44,12
-51,-43,-48,-43,-49,-49,-71,-43,12
-52,-45,-48,-44,-49,-48,-66,-45,12
-53,-45,-48,-44,-49,-49,-67,-45,12
-51,-45,-47,-45,-48,-45,-69,-44,12
-53,-46,-51,-47,-49,-49,-67,-45,12
-52,-46,-45,-44,-49,-50,-68,-43,12
-53,-46,-48,-43,-48,-47,-69,-45,12
-51,-45,-48,-45,-50,-49,-66,-43,12
-53,-48,-47,-46,-49,-49,-67,-45,12
-52,-45,-47,-45,-49,-48,-68,-45,12
-53,-46,-48,-46,-49,-49,-69,-44,12
-53,-46,-48,-43,-48,-50,-68,-44,12
-53,-45,-49,-44,-49,-48,-68,-44,12
-52,-45,-48,-44,-50,-48,-71,-44,12
-52,-46,-47,-43,-49,-48,-72,-45,12
-49,-44,-46,-43,-46,-46,-68,-42,12
-53,-45,-47,-44,-48,-49,-70,-45,12
-52,-46,-47,-43,-47,-48,-69,-44,12
-51,-46,-47,-44,-47,-49,-69,-45,12
-51,-45,-47,-42,-47,-47,-68,-44,12
-53,-46,-47,-45,-48,-48,-70,-45,12
-52,-46,-48,-43,-47,-48,-69,-44,12
-52,-45,-47,-44,-49,-47,-70,-45,12
-52,-45,-47,-43,-48,-47,-67,-45,12
-51,-46,-46,-42,-45,-46,-67,-44,12
-52,-48,-48,-45,-50,-49,-67,-45,12
-52,-43,-45,-40,-46,-46,-66,-44,12
-52,-45,-48,-44,-49,-49,-69,-44,12
-54,-48,-47,-44,-49,-49,-69,-45,12
-53,-45,-46,-43,-48,-49,-68,-44,12
-53,-50,-46,-44,-51,-49,-68,-43,12
-52,-46,-49,-44,-49,-50,-68,-45,12
-54,-47,-47,-44,-51,-49,-67,-46,12
-52,-44,-46,-42,-46,-47,-65,-43,12
-52,-48,-49,-45,-49,-49,-68,-45,12
-53,-48,-48,-45,-50,-48,-67,-45,12
-50,-44,-46,-43,-48,-46,-65,-43,12
-50,-47,-46,-43,-47,-46,-66,-43,12
-50,-46,-46,-42,-47,-47,-66,-44,12
-50,-44,-47,-42,-47,-47,-66,-44,12
-50,-44,-47,-43,-48,-48,-67,-43,12
-50,-43,-46,-41,-48,-47,-66,-44,12
-51,-44,-47,-42,-48,-47,-67,-43,12
-52,-43,-46,-42,-48,-47,-65,-42,12
-51,-44,-45,-43,-47,-45,-63,-42,12
-49,-44,-46,-43,-49,-46,-66,-44,12
-49,-46,-47,-44,-48,-47,-68,-43,12
-49,-46,-46,-43,-49,-47,-68,-44,12
-51,-48,-48,-44,-50,-50,-69,-44,12
-52,-45,-48,-46,-49,-50,-69,-45,12
-52,-45,-49,-42,-50,-50,-69,-47,12
-50,-44,-47,-42,-49,-48,-67,-43,12
-51,-44,-46,-44,-49,-49,-67,-43,12
-52,-46,-47,-42,-49,-48,-67,-44,12
-49,-44,-46,-43,-48,-48,-68,-45,12
-50,-46,-47,-44,-47,-48,-68,-43,12
-50,-44,-47,-43,-48,-48,-68,-43,12
-49,-46,-46,-42,-47,-49,-67,-43,12
-51,-46,-47,-43,-48,-48,-69,-43,12
-50,-44,-46,-42,-47,-46,-70,-43,12
-52,-46,-50,-46,-50,-49,-71,-46,12
-50,-43,-47,-44,-48,-47,-70,-44,12
-54,-47,-49,-46,-49,-50,-72,-46,12
-50,-47,-46,-43,-50,-47,-69,-44,12
-50,-43,-47,-43,-49,-48,-70,-44,12
-50,-45,-47,-43,-49,-47,-68,-44,12
-52,-48,-49,-44,-51,-49,-70,-45,12
-52,-45,-48,-46,-51,-49,-70,-44,12
-51,-45,-45,-42,-48,-46,-66,-44,12
-52,-46,-47,-43,-48,-48,-68,-44,12
-52,-44,-47,-43,-48,-47,-67,-45,12
-52,-47,-48,-45,-51,-50,-70,-46,12
-50,-44,-46,-43,-48,-47,-68,-44,12
-51,-45,-46,-43,-49,-47,-67,-44,12
-51,-44,-46,-44,-47,-47,-67,-43,12
-51,-43,-46,-41,-49,-48,-68,-43,12
-52,-44,-46,-43,-49,-48,-69,-43,12
-52,-43,-46,-42,-49,-47,-67,-44,12
-51,-46,-47,-43,-50,-47,-67,-44,12
-50,-46,-46,-43,-49,-48,-69,-44,12
-51,-44,-46,-43,-49,-48,-69,-44,12
-51,-44,-48,-43,-48,-48,-70,-43,12
-50,-45,-47,-44,-49,-49,-70,-43,12
-52,-45,-47,-44,-49,-48,-71,-43,12
-51,-49,-47,-43,-49,-49,-71,-43,12
-47,-43,-45,-56,-65,-46,-39,-55,13
-69,-44,-47,-56,-67,-51,-40,-55,13
-48,-44,-47,-55,-65,-46,-38,-55,13
-48,-43,-47,-56,-66,-49,-39,-56,13
-47,-44,-47,-57,-67,-48,-39,-54,13
-49,-44,-46,-57,-66,-48,-38,-55,13
-49,-43,-46,-57,-68,-49,-39,-56,13
-48,-44,-47,-57,-65,-48,-39,-54,13
-48,-43,-45,-57,-65,-47,-39,-54,13
-48,-44,-47,-57,-66,-48,-39,-54,13
-48,-43,-45,-57,-66,-48,-39,-53,13
-48,-44,-46,-56,-67,-47,-37,-55,13
-47,-43,-46,-57,-66,-48,-40,-55,13
-48,-43,-45,-57,-67,-47,-37,-55,13
-48,-45,-46,-57,-67,-48,-38,-55,13
-48,-44,-46,-57,-67,-48,-39,-55,13
-48,-43,-46,-54,-66,-48,-39,-54,13
-47,-43,-47,-57,-64,-46,-39,-55,13
-47,-43,-43,-57,-65,-47,-39,-54,13
-48,-44,-46,-58,-65,-48,-39,-55,13
-47,-43,-46,-57,-65,-47,-40,-55,13
-48,-44,-46,-57,-64,-48,-40,-54,13
-50,-46,-49,-59,-67,-50,-41,-58,13
-47,-43,-45,-55,-65,-47,-37,-53,13
-47,-42,-45,-55,-63,-48,-38,-55,13
-47,-42,-45,-54,-62,-49,-38,-53,13
-47,-42,-45,-56,-61,-48,-38,-55,13
